SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Sinusoid,2-Recover,92.500,30.165,0.953,1.293
Sinusoid,2-Recover,92.700,30.148,0.936,1.269
Sinusoid,2-Recover,92.900,30.134,0.922,1.293
Sinusoid,2-Recover,93.100,30.12,0.908,1.244
Sinusoid,2-Recover,93.300,30.106,0.894,1.244
Sinusoid,2-Recover,93.500,30.095,0.883,1.220
Sinusoid,2-Recover,93.700,30.071,0.859,1.171
Sinusoid,2-Recover,93.900,30.049,0.837,1.122
Sinusoid,2-Recover,94.100,30.027,0.815,1.098
Sinusoid,2-Recover,94.300,30.005,0.793,1.049
Sinusoid,2-Recover,94.500,29.987,0.775,1.049
Sinusoid,2-Recover,94.700,29.958,0.746,1.049
Sinusoid,2-Recover,94.900,29.93,0.718,0.951
Sinusoid,2-Recover,95.100,29.902,0.69,0.951
Sinusoid,2-Recover,95.300,29.874,0.662,0.878
Sinusoid,2-Recover,95.500,29.852,0.64,0.878
Sinusoid,2-Recover,95.700,29.82,0.608,0.854
Sinusoid,2-Recover,95.900,29.789,0.577,0.829
Sinusoid,2-Recover,96.100,29.758,0.546,0.780
Sinusoid,2-Recover,96.300,29.727,0.515,0.805
Sinusoid,2-Recover,96.500,29.702,0.49,0.780
Sinusoid,2-Recover,96.700,29.671,0.459,0.658
Sinusoid,2-Recover,96.900,29.64,0.428,0.634
Sinusoid,2-Recover,97.100,29.608,0.396,0.560
Sinusoid,2-Recover,97.300,29.577,0.365,0.609
Sinusoid,2-Recover,97.500,29.552,0.34,0.463
Sinusoid,2-Recover,97.700,29.523,0.311,0.438
Sinusoid,2-Recover,97.900,29.495,0.283,0.414
Sinusoid,2-Recover,98.100,29.467,0.255,0.438
Sinusoid,2-Recover,98.300,29.439,0.227,0.340
Sinusoid,2-Recover,98.500,29.416,0.204,0.267
Sinusoid,2-Recover,98.700,29.392,0.18,0.316
Sinusoid,2-Recover,98.900,29.37,0.158,0.243
Sinusoid,2-Recover,99.100,29.348,0.136,0.267
Sinusoid,2-Recover,99.300,29.326,0.114,0.169
Sinusoid,2-Recover,99.500,29.308,0.096,0.096
Sinusoid,2-Recover,99.700,29.292,0.08,0.120
Sinusoid,2-Recover,99.900,29.277,0.065,0.120
Sinusoid,2-Recover,100.100,29.263,0.051,0.072
Sinusoid,2-Recover,100.300,29.249,0.037,0.072
Sinusoid,2-Recover,100.500,29.237,0.025,0.072
Sinusoid,2-Recover,100.700,29.229,0.017,0.072
Sinusoid,2-Recover,100.900,29.224,0.012,0.072
Sinusoid,2-Recover,101.100,29.22,0.008,0.047
Sinusoid,2-Recover,101.300,29.215,0.003,0.047
Sinusoid,2-Recover,101.500,29.212,0,0.047
Sinusoid,3-Stretch,101.510,29.212,0,0.047
Sinusoid,3-Stretch,101.710,29.216,0.004,0.023
Sinusoid,3-Stretch,101.910,29.218,0.006,0.047
Sinusoid,3-Stretch,102.110,29.219,0.007,0.072
Sinusoid,3-Stretch,102.310,29.22,0.008,0.072
Sinusoid,3-Stretch,102.510,29.221,0.009,0.072
Sinusoid,3-Stretch,102.710,29.222,0.01,0.072
Sinusoid,3-Stretch,102.910,29.223,0.011,0.072
Sinusoid,3-Stretch,103.110,29.224,0.012,0.047
Sinusoid,3-Stretch,103.310,29.225,0.013,0.072
Sinusoid,3-Stretch,103.510,29.227,0.015,0.072
Sinusoid,3-Stretch,103.710,29.228,0.016,0.072
Sinusoid,3-Stretch,103.910,29.229,0.017,0.072
Sinusoid,3-Stretch,104.110,29.23,0.018,0.072
Sinusoid,3-Stretch,104.310,29.231,0.019,0.072
Sinusoid,3-Stretch,104.510,29.233,0.021,0.072
Sinusoid,3-Stretch,104.710,29.234,0.022,0.072
Sinusoid,3-Stretch,104.910,29.235,0.023,0.072
Sinusoid,3-Stretch,105.110,29.236,0.024,0.072
Sinusoid,3-Stretch,105.310,29.237,0.025,0.072
Sinusoid,3-Stretch,105.510,29.237,0.025,0.072
Sinusoid,3-Stretch,105.710,29.244,0.032,0.072
Sinusoid,3-Stretch,105.910,29.248,0.036,0.072
Sinusoid,3-Stretch,106.110,29.251,0.039,0.072
Sinusoid,3-Stretch,106.310,29.255,0.043,0.072
Sinusoid,3-Stretch,106.510,29.258,0.046,0.072
Sinusoid,3-Stretch,106.710,29.261,0.049,0.072
Sinusoid,3-Stretch,106.910,29.265,0.053,0.096
Sinusoid,3-Stretch,107.110,29.268,0.056,0.072
Sinusoid,3-Stretch,107.310,29.272,0.06,0.120
Sinusoid,3-Stretch,107.510,29.275,0.063,0.096
Sinusoid,3-Stretch,107.710,29.279,0.067,0.096
Sinusoid,3-Stretch,107.910,29.282,0.07,0.120
Sinusoid,3-Stretch,108.110,29.286,0.074,0.072
Sinusoid,3-Stretch,108.310,29.289,0.077,0.145
Sinusoid,3-Stretch,108.510,29.292,0.08,0.120
Sinusoid,3-Stretch,108.710,29.296,0.084,0.096
Sinusoid,3-Stretch,108.910,29.299,0.087,0.169
Sinusoid,3-Stretch,109.110,29.303,0.091,0.096
Sinusoid,3-Stretch,109.310,29.306,0.094,0.120
Sinusoid,3-Stretch,109.510,29.308,0.096,0.169
Sinusoid,3-Stretch,109.710,29.317,0.105,0.072
Sinusoid,3-Stretch,109.910,29.322,0.11,0.145
Sinusoid,3-Stretch,110.110,29.327,0.115,0.194
Sinusoid,3-Stretch,110.310,29.332,0.12,0.243
Sinusoid,3-Stretch,110.510,29.338,0.126,0.267
Sinusoid,3-Stretch,110.710,29.343,0.131,0.267
Sinusoid,3-Stretch,110.910,29.348,0.136,0.267
Sinusoid,3-Stretch,111.110,29.354,0.142,0.267
Sinusoid,3-Stretch,111.310,29.359,0.147,0.267
Sinusoid,3-Stretch,111.510,29.364,0.152,0.267
Sinusoid,3-Stretch,111.710,29.37,0.158,0.243
Sinusoid,3-Stretch,111.910,29.375,0.163,0.267
Sinusoid,3-Stretch,112.110,29.38,0.168,0.267
Sinusoid,3-Stretch,112.310,29.386,0.174,0.267
Sinusoid,3-Stretch,112.510,29.391,0.179,0.292
Sinusoid,3-Stretch,112.710,29.396,0.184,0.316
Sinusoid,3-Stretch,112.910,29.401,0.189,0.267
Sinusoid,3-Stretch,113.110,29.407,0.195,0.340
Sinusoid,3-Stretch,113.310,29.412,0.2,0.340
Sinusoid,3-Stretch,113.510,29.416,0.204,0.292
Sinusoid,3-Stretch,113.710,29.425,0.213,0.365
Sinusoid,3-Stretch,113.910,29.432,0.22,0.292
Sinusoid,3-Stretch,114.110,29.439,0.227,0.316
Sinusoid,3-Stretch,114.310,29.446,0.234,0.414
Sinusoid,3-Stretch,114.510,29.452,0.24,0.438
Sinusoid,3-Stretch,114.710,29.459,0.247,0.438
Sinusoid,3-Stretch,114.910,29.466,0.254,0.414
Sinusoid,3-Stretch,115.110,29.473,0.261,0.438
Sinusoid,3-Stretch,115.310,29.479,0.267,0.438
Sinusoid,3-Stretch,115.510,29.486,0.274,0.438
Sinusoid,3-Stretch,115.710,29.493,0.281,0.438
Sinusoid,3-Stretch,115.910,29.499,0.287,0.438
Sinusoid,3-Stretch,116.110,29.506,0.294,0.438
Sinusoid,3-Stretch,116.310,29.513,0.301,0.438
Sinusoid,3-Stretch,116.510,29.52,0.308,0.463
Sinusoid,3-Stretch,116.710,29.526,0.314,0.463
Sinusoid,3-Stretch,116.910,29.533,0.321,0.463
Sinusoid,3-Stretch,117.110,29.54,0.328,0.463
Sinusoid,3-Stretch,117.310,29.547,0.335,0.463
Sinusoid,3-Stretch,117.510,29.552,0.34,0.463
Sinusoid,3-Stretch,117.710,29.562,0.35,0.463
Sinusoid,3-Stretch,117.910,29.569,0.357,0.511
Sinusoid,3-Stretch,118.110,29.577,0.365,0.511
Sinusoid,3-Stretch,118.310,29.584,0.372,0.634
Sinusoid,3-Stretch,118.510,29.592,0.38,0.560
Sinusoid,3-Stretch,118.710,29.599,0.387,0.634
Sinusoid,3-Stretch,118.910,29.607,0.395,0.609
Sinusoid,3-Stretch,119.110,29.614,0.402,0.560
Sinusoid,3-Stretch,119.310,29.622,0.41,0.634
Sinusoid,3-Stretch,119.510,29.629,0.417,0.585
Sinusoid,3-Stretch,119.710,29.637,0.425,0.634
Sinusoid,3-Stretch,119.910,29.644,0.432,0.658
Sinusoid,3-Stretch,120.110,29.651,0.439,0.658
Sinusoid,3-Stretch,120.310,29.659,0.447,0.658
Sinusoid,3-Stretch,120.510,29.667,0.455,0.658
Sinusoid,3-Stretch,120.710,29.674,0.462,0.658
Sinusoid,3-Stretch,120.910,29.682,0.47,0.658
Sinusoid,3-Stretch,121.110,29.689,0.477,0.658
Sinusoid,3-Stretch,121.310,29.696,0.484,0.756
Sinusoid,3-Stretch,121.510,29.702,0.49,0.829
Sinusoid,3-Stretch,121.710,29.712,0.5,0.756
Sinusoid,3-Stretch,121.910,29.719,0.507,0.829
Sinusoid,3-Stretch,122.110,29.727,0.515,0.805
Sinusoid,3-Stretch,122.310,29.734,0.522,0.756
Sinusoid,3-Stretch,122.510,29.742,0.53,0.829
Sinusoid,3-Stretch,122.710,29.749,0.537,0.780
Sinusoid,3-Stretch,122.910,29.757,0.545,0.756
Sinusoid,3-Stretch,123.110,29.764,0.552,0.854
Sinusoid,3-Stretch,123.310,29.772,0.56,0.854
Sinusoid,3-Stretch,123.510,29.779,0.567,0.829
Sinusoid,3-Stretch,123.710,29.787,0.575,0.854
Sinusoid,3-Stretch,123.910,29.794,0.582,0.854
Sinusoid,3-Stretch,124.110,29.801,0.589,0.854
Sinusoid,3-Stretch,124.310,29.809,0.597,0.854
Sinusoid,3-Stretch,124.510,29.816,0.604,0.829
Sinusoid,3-Stretch,124.710,29.824,0.612,0.902
Sinusoid,3-Stretch,124.910,29.831,0.619,0.854
Sinusoid,3-Stretch,125.110,29.839,0.627,0.878
Sinusoid,3-Stretch,125.310,29.846,0.634,0.854
Sinusoid,3-Stretch,125.510,29.852,0.64,0.854
Sinusoid,3-Stretch,125.710,29.861,0.649,0.854
Sinusoid,3-Stretch,125.910,29.868,0.656,0.854
Sinusoid,3-Stretch,126.110,29.875,0.663,0.854
Sinusoid,3-Stretch,126.310,29.881,0.669,0.854
Sinusoid,3-Stretch,126.510,29.888,0.676,0.878
Sinusoid,3-Stretch,126.710,29.895,0.683,0.878
Sinusoid,3-Stretch,126.910,29.902,0.69,0.902
Sinusoid,3-Stretch,127.110,29.908,0.696,0.927
Sinusoid,3-Stretch,127.310,29.915,0.703,0.854
Sinusoid,3-Stretch,127.510,29.921,0.709,0.927
Sinusoid,3-Stretch,127.710,29.928,0.716,0.927
Sinusoid,3-Stretch,127.910,29.935,0.723,0.927
Sinusoid,3-Stretch,128.110,29.942,0.73,1.000
Sinusoid,3-Stretch,128.310,29.948,0.736,1.025
Sinusoid,3-Stretch,128.510,29.955,0.743,1.049
Sinusoid,3-Stretch,128.710,29.962,0.75,1.049
Sinusoid,3-Stretch,128.910,29.969,0.757,1.049
Sinusoid,3-Stretch,129.110,29.976,0.764,1.049
Sinusoid,3-Stretch,129.310,29.982,0.77,1.049
Sinusoid,3-Stretch,129.510,29.987,0.775,1.049
Sinusoid,3-Stretch,129.710,29.995,0.783,1.049
Sinusoid,3-Stretch,129.910,30.001,0.789,1.049
Sinusoid,3-Stretch,130.110,30.006,0.794,1.073
Sinusoid,3-Stretch,130.310,30.011,0.799,1.098
Sinusoid,3-Stretch,130.510,30.016,0.804,1.049
Sinusoid,3-Stretch,130.710,30.022,0.81,1.098
Sinusoid,3-Stretch,130.910,30.027,0.815,1.098
Sinusoid,3-Stretch,131.110,30.032,0.82,1.073
Sinusoid,3-Stretch,131.310,30.038,0.826,1.147
Sinusoid,3-Stretch,131.510,30.043,0.831,1.073
Sinusoid,3-Stretch,131.710,30.048,0.836,1.098
Sinusoid,3-Stretch,131.910,30.053,0.841,1.147
Sinusoid,3-Stretch,132.110,30.059,0.847,1.073
Sinusoid,3-Stretch,132.310,30.064,0.852,1.147
Sinusoid,3-Stretch,132.510,30.07,0.858,1.122
Sinusoid,3-Stretch,132.710,30.075,0.863,1.244
Sinusoid,3-Stretch,132.910,30.08,0.868,1.244
Sinusoid,3-Stretch,133.110,30.085,0.873,1.244
Sinusoid,3-Stretch,133.310,30.091,0.879,1.244
Sinusoid,3-Stretch,133.510,30.095,0.883,1.244
Sinusoid,3-Stretch,133.710,30.101,0.889,1.244
Sinusoid,3-Stretch,133.910,30.105,0.893,1.244
Sinusoid,3-Stretch,134.110,30.108,0.896,1.220
Sinusoid,3-Stretch,134.310,30.112,0.9,1.244
Sinusoid,3-Stretch,134.510,30.115,0.903,1.244
Sinusoid,3-Stretch,134.710,30.118,0.906,1.244
Sinusoid,3-Stretch,134.910,30.122,0.91,1.244
Sinusoid,3-Stretch,135.110,30.125,0.913,1.244
Sinusoid,3-Stretch,135.310,30.129,0.917,1.244
Sinusoid,3-Stretch,135.510,30.132,0.92,1.244
Sinusoid,3-Stretch,135.710,30.136,0.924,1.269
Sinusoid,3-Stretch,135.910,30.139,0.927,1.244
Sinusoid,3-Stretch,136.110,30.143,0.931,1.269
Sinusoid,3-Stretch,136.310,30.146,0.934,1.244
Sinusoid,3-Stretch,136.510,30.149,0.937,1.293
Sinusoid,3-Stretch,136.710,30.153,0.941,1.318
Sinusoid,3-Stretch,136.910,30.156,0.944,1.244
Sinusoid,3-Stretch,137.110,30.16,0.948,1.293
Sinusoid,3-Stretch,137.310,30.163,0.951,1.269
Sinusoid,3-Stretch,137.510,30.165,0.953,1.269
Sinusoid,3-Stretch,137.710,30.17,0.958,1.342
Sinusoid,3-Stretch,137.910,30.171,0.959,1.244
Sinusoid,3-Stretch,138.110,30.172,0.96,1.293
Sinusoid,3-Stretch,138.310,30.173,0.961,1.318
Sinusoid,3-Stretch,138.510,30.175,0.963,1.244
Sinusoid,3-Stretch,138.710,30.176,0.964,1.293
Sinusoid,3-Stretch,138.910,30.177,0.965,1.293
Sinusoid,3-Stretch,139.110,30.178,0.966,1.269
Sinusoid,3-Stretch,139.310,30.179,0.967,1.342
Sinusoid,3-Stretch,139.510,30.18,0.968,1.244
Sinusoid,3-Stretch,139.710,30.182,0.97,1.269
Sinusoid,3-Stretch,139.910,30.182,0.97,1.318
Sinusoid,3-Stretch,140.110,30.184,0.972,1.244
Sinusoid,3-Stretch,140.310,30.185,0.973,1.318
Sinusoid,3-Stretch,140.510,30.186,0.974,1.244
Sinusoid,3-Stretch,140.710,30.187,0.975,1.269
Sinusoid,3-Stretch,140.910,30.188,0.976,1.342
Sinusoid,3-Stretch,141.110,30.19,0.978,1.244
Sinusoid,3-Stretch,141.310,30.191,0.979,1.293
Sinusoid,3-Stretch,141.510,30.191,0.979,1.318
Sinusoid,3-Recover,141.530,30.191,0.979,1.318
Sinusoid,3-Recover,141.730,30.183,0.971,1.244
Sinusoid,3-Recover,141.930,30.178,0.966,1.293
Sinusoid,3-Recover,142.130,30.173,0.961,1.293
Sinusoid,3-Recover,142.330,30.169,0.957,1.244
Sinusoid,3-Recover,142.530,30.165,0.953,1.318
Sinusoid,3-Recover,142.730,30.149,0.937,1.244
Sinusoid,3-Recover,142.930,30.135,0.923,1.244
Sinusoid,3-Recover,143.130,30.12,0.908,1.244
Sinusoid,3-Recover,143.330,30.106,0.894,1.244
Sinusoid,3-Recover,143.530,30.095,0.883,1.244
Sinusoid,3-Recover,143.730,30.072,0.86,1.196
Sinusoid,3-Recover,143.930,30.049,0.837,1.049
Sinusoid,3-Recover,144.130,30.027,0.815,1.122
Sinusoid,3-Recover,144.330,30.005,0.793,1.049
Sinusoid,3-Recover,144.530,29.987,0.775,1.049
Sinusoid,3-Recover,144.730,29.958,0.746,1.049
Sinusoid,3-Recover,144.930,29.931,0.719,0.878
Sinusoid,3-Recover,145.130,29.903,0.691,0.902
Sinusoid,3-Recover,145.330,29.875,0.663,0.927
Sinusoid,3-Recover,145.530,29.852,0.64,0.878
Sinusoid,3-Recover,145.730,29.82,0.608,0.854
Sinusoid,3-Recover,145.930,29.79,0.578,0.756
Sinusoid,3-Recover,146.130,29.759,0.547,0.829
Sinusoid,3-Recover,146.330,29.728,0.516,0.731
Sinusoid,3-Recover,146.530,29.702,0.49,0.780
Sinusoid,3-Recover,146.730,29.671,0.459,0.658
Sinusoid,3-Recover,146.930,29.64,0.428,0.634
Sinusoid,3-Recover,147.130,29.609,0.397,0.634
Sinusoid,3-Recover,147.330,29.578,0.366,0.511
Sinusoid,3-Recover,147.530,29.552,0.34,0.463
Sinusoid,3-Recover,147.730,29.523,0.311,0.463
Sinusoid,3-Recover,147.930,29.495,0.283,0.414
Sinusoid,3-Recover,148.130,29.467,0.255,0.414
Sinusoid,3-Recover,148.330,29.439,0.227,0.316
Sinusoid,3-Recover,148.530,29.416,0.204,0.316
Sinusoid,3-Recover,148.730,29.392,0.18,0.267
Sinusoid,3-Recover,148.930,29.37,0.158,0.267
Sinusoid,3-Recover,149.130,29.348,0.136,0.267
Sinusoid,3-Recover,149.330,29.326,0.114,0.169
Sinusoid,3-Recover,149.530,29.308,0.096,0.169
Sinusoid,3-Recover,149.730,29.292,0.08,0.072
Sinusoid,3-Recover,149.930,29.277,0.065,0.120
Sinusoid,3-Recover,150.130,29.263,0.051,0.072
Sinusoid,3-Recover,150.330,29.249,0.037,0.072
Sinusoid,3-Recover,150.530,29.237,0.025,0.072
Sinusoid,3-Recover,150.730,29.229,0.017,0.072
Sinusoid,3-Recover,150.930,29.224,0.012,0.072
Sinusoid,3-Recover,151.130,29.22,0.008,0.047
Sinusoid,3-Recover,151.330,29.215,0.003,0.023
Sinusoid,3-Recover,151.530,29.212,0,-0.002
Sinusoid,4-Stretch,151.540,29.212,0,-0.002
Sinusoid,4-Stretch,151.740,29.216,0.004,0.047
Sinusoid,4-Stretch,151.940,29.218,0.006,0.023
Sinusoid,4-Stretch,152.140,29.219,0.007,0.072
Sinusoid,4-Stretch,152.340,29.22,0.008,0.072
Sinusoid,4-Stretch,152.540,29.221,0.009,0.072
Sinusoid,4-Stretch,152.740,29.222,0.01,0.047
Sinusoid,4-Stretch,152.940,29.223,0.011,0.072
Sinusoid,4-Stretch,153.140,29.224,0.012,0.072
Sinusoid,4-Stretch,153.340,29.225,0.013,0.072
Sinusoid,4-Stretch,153.540,29.227,0.015,0.072
Sinusoid,4-Stretch,153.740,29.228,0.016,0.072
Sinusoid,4-Stretch,153.940,29.229,0.017,0.072
Sinusoid,4-Stretch,154.140,29.23,0.018,0.072
Sinusoid,4-Stretch,154.340,29.231,0.019,0.072
Sinusoid,4-Stretch,154.540,29.233,0.021,0.072
Sinusoid,4-Stretch,154.740,29.234,0.022,0.072
Sinusoid,4-Stretch,154.940,29.235,0.023,0.072
Sinusoid,4-Stretch,155.140,29.236,0.024,0.072
Sinusoid,4-Stretch,155.340,29.237,0.025,0.072
Sinusoid,4-Stretch,155.540,29.237,0.025,0.072
Sinusoid,4-Stretch,155.740,29.244,0.032,0.072
Sinusoid,4-Stretch,155.940,29.248,0.036,0.072
Sinusoid,4-Stretch,156.140,29.251,0.039,0.072
Sinusoid,4-Stretch,156.340,29.255,0.043,0.072
Sinusoid,4-Stretch,156.540,29.258,0.046,0.072
Sinusoid,4-Stretch,156.740,29.261,0.049,0.072
Sinusoid,4-Stretch,156.940,29.265,0.053,0.096
Sinusoid,4-Stretch,157.140,29.268,0.056,0.096
Sinusoid,4-Stretch,157.340,29.272,0.06,0.096
Sinusoid,4-Stretch,157.540,29.275,0.063,0.145
Sinusoid,4-Stretch,157.740,29.279,0.067,0.096
Sinusoid,4-Stretch,157.940,29.282,0.07,0.120
Sinusoid,4-Stretch,158.140,29.286,0.074,0.169
Sinusoid,4-Stretch,158.340,29.289,0.077,0.072
Sinusoid,4-Stretch,158.540,29.292,0.08,0.145
Sinusoid,4-Stretch,158.740,29.296,0.084,0.120
Sinusoid,4-Stretch,158.940,29.299,0.087,0.096
Sinusoid,4-Stretch,159.140,29.303,0.091,0.169
Sinusoid,4-Stretch,159.340,29.306,0.094,0.072
Sinusoid,4-Stretch,159.540,29.308,0.096,0.120
Sinusoid,4-Stretch,159.740,29.316,0.104,0.194
Sinusoid,4-Stretch,159.940,29.321,0.109,0.096
Sinusoid,4-Stretch,160.140,29.327,0.115,0.218
Sinusoid,4-Stretch,160.340,29.332,0.12,0.218
Sinusoid,4-Stretch,160.540,29.337,0.125,0.267
Sinusoid,4-Stretch,160.740,29.343,0.131,0.243
Sinusoid,4-Stretch,160.940,29.348,0.136,0.267
Sinusoid,4-Stretch,161.140,29.354,0.142,0.267
Sinusoid,4-Stretch,161.340,29.359,0.147,0.267
Sinusoid,4-Stretch,161.540,29.364,0.152,0.267
Sinusoid,4-Stretch,161.740,29.369,0.157,0.267
Sinusoid,4-Stretch,161.940,29.375,0.163,0.267
Sinusoid,4-Stretch,162.140,29.38,0.168,0.267
Sinusoid,4-Stretch,162.340,29.385,0.173,0.267
Sinusoid,4-Stretch,162.540,29.39,0.178,0.292
Sinusoid,4-Stretch,162.740,29.396,0.184,0.292
Sinusoid,4-Stretch,162.940,29.401,0.189,0.365
Sinusoid,4-Stretch,163.140,29.407,0.195,0.267
Sinusoid,4-Stretch,163.340,29.412,0.2,0.340
Sinusoid,4-Stretch,163.540,29.416,0.204,0.340
Sinusoid,4-Stretch,163.740,29.425,0.213,0.292
Sinusoid,4-Stretch,163.940,29.432,0.22,0.365
Sinusoid,4-Stretch,164.140,29.439,0.227,0.316
Sinusoid,4-Stretch,164.340,29.445,0.233,0.463
Sinusoid,4-Stretch,164.540,29.452,0.24,0.438
Sinusoid,4-Stretch,164.740,29.459,0.247,0.463
Sinusoid,4-Stretch,164.940,29.466,0.254,0.438
Sinusoid,4-Stretch,165.140,29.472,0.26,0.389
Sinusoid,4-Stretch,165.340,29.479,0.267,0.463
Sinusoid,4-Stretch,165.540,29.486,0.274,0.414
Sinusoid,4-Stretch,165.740,29.492,0.28,0.438
Sinusoid,4-Stretch,165.940,29.499,0.287,0.414
Sinusoid,4-Stretch,166.140,29.506,0.294,0.365
Sinusoid,4-Stretch,166.340,29.513,0.301,0.438
Sinusoid,4-Stretch,166.540,29.519,0.307,0.463
Sinusoid,4-Stretch,166.740,29.526,0.314,0.463
Sinusoid,4-Stretch,166.940,29.533,0.321,0.463
Sinusoid,4-Stretch,167.140,29.54,0.328,0.463
Sinusoid,4-Stretch,167.340,29.547,0.335,0.463
Sinusoid,4-Stretch,167.540,29.552,0.34,0.463
Sinusoid,4-Stretch,167.740,29.562,0.35,0.463
Sinusoid,4-Stretch,167.940,29.569,0.357,0.585
Sinusoid,4-Stretch,168.140,29.577,0.365,0.560
Sinusoid,4-Stretch,168.340,29.584,0.372,0.511
Sinusoid,4-Stretch,168.540,29.591,0.379,0.609
Sinusoid,4-Stretch,168.740,29.599,0.387,0.536
Sinusoid,4-Stretch,168.940,29.607,0.395,0.585
Sinusoid,4-Stretch,169.140,29.614,0.402,0.585
Sinusoid,4-Stretch,169.340,29.621,0.409,0.536
Sinusoid,4-Stretch,169.540,29.629,0.417,0.634
Sinusoid,4-Stretch,169.740,29.636,0.424,0.609
Sinusoid,4-Stretch,169.940,29.644,0.432,0.634
Sinusoid,4-Stretch,170.140,29.651,0.439,0.658
Sinusoid,4-Stretch,170.340,29.659,0.447,0.658
Sinusoid,4-Stretch,170.540,29.666,0.454,0.658
Sinusoid,4-Stretch,170.740,29.674,0.462,0.658
Sinusoid,4-Stretch,170.940,29.681,0.469,0.658
Sinusoid,4-Stretch,171.140,29.689,0.477,0.682
Sinusoid,4-Stretch,171.340,29.696,0.484,0.756
Sinusoid,4-Stretch,171.540,29.702,0.49,0.731
Sinusoid,4-Stretch,171.740,29.712,0.5,0.805
Sinusoid,4-Stretch,171.940,29.719,0.507,0.731
Sinusoid,4-Stretch,172.140,29.727,0.515,0.829
Sinusoid,4-Stretch,172.340,29.734,0.522,0.780
Sinusoid,4-Stretch,172.540,29.742,0.53,0.731
Sinusoid,4-Stretch,172.740,29.749,0.537,0.805
Sinusoid,4-Stretch,172.940,29.756,0.544,0.805
Sinusoid,4-Stretch,173.140,29.764,0.552,0.854
Sinusoid,4-Stretch,173.340,29.772,0.56,0.829
Sinusoid,4-Stretch,173.540,29.779,0.567,0.854
Sinusoid,4-Stretch,173.740,29.786,0.574,0.854
Sinusoid,4-Stretch,173.940,29.794,0.582,0.805
Sinusoid,4-Stretch,174.140,29.801,0.589,0.805
Sinusoid,4-Stretch,174.340,29.809,0.597,0.780
Sinusoid,4-Stretch,174.540,29.816,0.604,0.878
Sinusoid,4-Stretch,174.740,29.824,0.612,0.854
Sinusoid,4-Stretch,174.940,29.831,0.619,0.902
Sinusoid,4-Stretch,175.140,29.839,0.627,0.878
Sinusoid,4-Stretch,175.340,29.846,0.634,0.854
Sinusoid,4-Stretch,175.540,29.852,0.64,0.854
Sinusoid,4-Stretch,175.740,29.861,0.649,0.854
Sinusoid,4-Stretch,175.940,29.868,0.656,0.854
Sinusoid,4-Stretch,176.140,29.875,0.663,0.854
Sinusoid,4-Stretch,176.340,29.881,0.669,0.902
Sinusoid,4-Stretch,176.540,29.888,0.676,0.878
Sinusoid,4-Stretch,176.740,29.894,0.682,0.927
Sinusoid,4-Stretch,176.940,29.901,0.689,0.951
Sinusoid,4-Stretch,177.140,29.908,0.696,0.902
Sinusoid,4-Stretch,177.340,29.915,0.703,0.927
Sinusoid,4-Stretch,177.540,29.921,0.709,0.854
Sinusoid,4-Stretch,177.740,29.928,0.716,0.927
Sinusoid,4-Stretch,177.940,29.935,0.723,0.951
Sinusoid,4-Stretch,178.140,29.942,0.73,0.927
Sinusoid,4-Stretch,178.340,29.948,0.736,1.049
Sinusoid,4-Stretch,178.540,29.955,0.743,1.049
Sinusoid,4-Stretch,178.740,29.962,0.75,1.049
Sinusoid,4-Stretch,178.940,29.968,0.756,1.049
Sinusoid,4-Stretch,179.140,29.975,0.763,1.049
Sinusoid,4-Stretch,179.340,29.982,0.77,1.049
Sinusoid,4-Stretch,179.540,29.987,0.775,1.049
Sinusoid,4-Stretch,179.740,29.995,0.783,1.049
Sinusoid,4-Stretch,179.940,30,0.788,1.049
Sinusoid,4-Stretch,180.140,30.006,0.794,1.049
Sinusoid,4-Stretch,180.340,30.011,0.799,1.098
Sinusoid,4-Stretch,180.540,30.016,0.804,1.098
Sinusoid,4-Stretch,180.740,30.022,0.81,1.049
Sinusoid,4-Stretch,180.940,30.027,0.815,1.122
Sinusoid,4-Stretch,181.140,30.032,0.82,1.122
Sinusoid,4-Stretch,181.340,30.038,0.826,1.073
Sinusoid,4-Stretch,181.540,30.043,0.831,1.147
Sinusoid,4-Stretch,181.740,30.048,0.836,1.073
Sinusoid,4-Stretch,181.940,30.053,0.841,1.098
Sinusoid,4-Stretch,182.140,30.059,0.847,1.147
Sinusoid,4-Stretch,182.340,30.064,0.852,1.122
Sinusoid,4-Stretch,182.540,30.07,0.858,1.171
Sinusoid,4-Stretch,182.740,30.075,0.863,1.196
Sinusoid,4-Stretch,182.940,30.08,0.868,1.244
Sinusoid,4-Stretch,183.140,30.085,0.873,1.244
Sinusoid,4-Stretch,183.340,30.091,0.879,1.220
Sinusoid,4-Stretch,183.540,30.095,0.883,1.244
Sinusoid,4-Stretch,183.740,30.101,0.889,1.220
Sinusoid,4-Stretch,183.940,30.105,0.893,1.244
Sinusoid,4-Stretch,184.140,30.108,0.896,1.244
Sinusoid,4-Stretch,184.340,30.112,0.9,1.220
Sinusoid,4-Stretch,184.540,30.115,0.903,1.244
Sinusoid,4-Stretch,184.740,30.118,0.906,1.244
Sinusoid,4-Stretch,184.940,30.122,0.91,1.220
Sinusoid,4-Stretch,185.140,30.125,0.913,1.244
Sinusoid,4-Stretch,185.340,30.129,0.917,1.244
Sinusoid,4-Stretch,185.540,30.132,0.92,1.244
